scope,gain,seed,return,length
main,0.5,3,31.56826376199848,105.0
main,0.5,3,242.87106621996125,281.0
main,0.5,4,255.91090136504192,180.0
main,0.5,4,-106.19721877732634,196.0
main,0.5,4,34.881869293723355,88.0
main,0.5,4,-18.128698885170692,97.0
main,0.5,4,280.0253045722345,232.0
main,0.5,4,7.25334521036055,91.0
main,0.5,4,46.37642916552994,98.0
main,0.5,4,271.30838156288246,187.0
main,0.5,4,-31.533997144328993,71.0
main,0.5,4,280.649033719375,200.0
main,0.5,4,35.66051430127001,145.0
main,0.5,4,232.8697068487456,163.0
main,0.5,4,58.040581519922654,155.0
main,0.5,4,246.51221778138193,182.0
main,0.5,4,297.80241296839364,255.0
main,0.5,4,277.60651875766627,179.0
main,0.5,4,-9.83915752204146,99.0
main,0.5,4,305.9849631779314,240.0
main,0.5,4,287.7447697327649,232.0
main,0.5,4,50.03076504004778,145.0
main,0.75,0,292.1356646459473,171.0
main,0.75,0,286.63306817304124,220.0
main,0.75,0,281.95708595659505,218.0
main,0.75,0,306.8450632172846,156.0
main,0.75,0,270.5338252562798,204.0
main,0.75,0,270.23617686945653,174.0
main,0.75,0,25.580443875951033,90.0
main,0.75,0,271.85956770473695,174.0
main,0.75,0,284.8891401314717,183.0
main,0.75,0,245.84028536347978,219.0
main,0.75,0,26.547177016940594,90.0
main,0.75,0,255.60276528305823,172.0
main,0.75,0,275.66671138727247,196.0
main,0.75,0,252.89655018421158,204.0
main,0.75,0,62.27947092329285,104.0
main,0.75,0,262.0392856344072,603.0
main,0.75,0,249.30297568091095,202.0
main,0.75,0,32.29925331055327,112.0
main,0.75,0,283.8801828712193,409.0
main,0.75,0,25.35089731022299,118.0
main,0.75,1,17.32790999951513,135.0
main,0.75,1,281.3808492233892,165.0
main,0.75,1,283.5602706262117,195.0
main,0.75,1,309.2580254778972,245.0
main,0.75,1,281.6222942628406,161.0
main,0.75,1,272.4646349437063,222.0
main,0.75,1,290.84867041194025,249.0
main,0.75,1,270.22971089860323,191.0
main,0.75,1,286.03242843913995,201.0
main,0.75,1,276.8031162561149,246.0
main,0.75,1,287.34440807967513,243.0
main,0.75,1,273.30587254928025,186.0
main,0.75,1,45.606532090691786,148.0
main,0.75,1,279.20989521898525,184.0
main,0.75,1,280.0417084843851,180.0
main,0.75,1,238.20537823261438,170.0
main,0.75,1,276.3213637282408,178.0
main,0.75,1,249.28937744797253,729.0
main,0.75,1,255.21432854818048,179.0
main,0.75,1,65.11186660486365,144.0
main,0.75,2,247.50602810065485,207.0
main,0.75,2,283.20424462045776,232.0
main,0.75,2,288.46969911998065,245.0
main,0.75,2,283.90178432638356,233.0
main,0.75,2,279.9236852912866,202.0
main,0.75,2,284.0915539893567,199.0
main,0.75,2,277.21234126247737,251.0
main,0.75,2,271.03018043721056,191.0
main,0.75,2,268.86552158889714,224.0
main,0.75,2,261.724347866421,188.0
main,0.75,2,275.22557136339356,229.0
main,0.75,2,282.0456334252484,173.0
main,0.75,2,251.13759674715115,207.0
main,0.75,2,289.09088387898964,217.0
main,0.75,2,285.40677023868193,233.0
main,0.75,2,271.4677088118582,177.0
main,0.75,2,287.32567996443413,239.0
main,0.75,2,287.98113101489355,262.0
main,0.75,2,297.2410251376517,205.0
main,0.75,2,279.3597189492829,208.0
main,0.75,3,239.84635053867493,195.0
main,0.75,3,281.60176999727463,198.0
main,0.75,3,259.4806042759192,176.0
main,0.75,3,277.14713739769456,240.0
main,0.75,3,290.6706831726639,150.0
main,0.75,3,281.0037299151078,207.0
main,0.75,3,290.06795515637975,230.0
main,0.75,3,275.46174748521196,228.0
main,0.75,3,257.5411518610337,198.0
main,0.75,3,250.35821576477733,193.0
main,0.75,3,262.0847799789054,187.0
main,0.75,3,263.2614414917918,271.0
main,0.75,3,255.98990113765075,205.0
main,0.75,3,267.35850625882745,168.0
main,0.75,3,277.84627115854363,235.0
main,0.75,3,260.32364011889064,197.0
main,0.75,3,231.52009821647871,261.0
main,0.75,3,243.60085610048844,170.0
main,0.75,3,267.19980044041523,173.0
main,0.75,3,252.83317581509877,173.0
main,0.75,4,260.6262216861114,186.0
main,0.75,4,42.056112529204384,1000.0
main,0.75,4,261.4622561786159,199.0
main,0.75,4,248.52164678750972,156.0
main,0.75,4,277.59638594159435,214.0
main,0.75,4,42.263315291724666,1000.0
main,0.75,4,268.01758806682136,156.0
main,0.75,4,269.17153203596064,186.0
main,0.75,4,-6.929723224219657,75.0
main,0.75,4,277.99075919023244,187.0
main,0.75,4,275.4538015856506,219.0
main,0.75,4,238.6101842841901,167.0
main,0.75,4,275.31497616173795,207.0
main,0.75,4,250.07610600307873,166.0
main,0.75,4,295.5210961437487,236.0
main,0.75,4,274.0097129610617,190.0
main,0.75,4,243.42055185686303,176.0
main,0.75,4,301.3893796907502,228.0
main,0.75,4,285.00800129995883,226.0
main,0.75,4,273.7304185613267,193.0
